罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,上鷺宮５丁目,2022/1/1,15,一戸建住宅,その他,70歳以上,その他,施錠せず,中野区上鷺宮５丁目,35.7301675,139.6280618, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,上鷺宮５丁目,2022/9/13,17,その他,その他,10歳未満,小学生,施錠せず,中野区上鷺宮５丁目,35.7301675,139.6280618, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮５丁目,2022/1/9,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,中野区鷺宮５丁目,35.725394,139.6328267, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮５丁目,2022/8/22,18,道路上,その他,20歳代,大学生,施錠せず,中野区鷺宮５丁目,35.725394,139.6328267, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮６丁目,2021/9/13,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず,中野区鷺宮６丁目,35.7252182,139.6291669, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮６丁目,2022/1/29,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した,中野区鷺宮６丁目,35.7252182,139.6291669, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮６丁目,2022/6/2,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,中野区鷺宮６丁目,35.7252182,139.6291669, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮６丁目,2022/6/16,8,一戸建住宅,その他,30歳代,その他,施錠せず,中野区鷺宮６丁目,35.7252182,139.6291669, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮六丁目交番,131148,東京都,中野区,鷺宮６丁目,2022/6/26,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した,中野区鷺宮６丁目,35.7252182,139.6291669, 野方警察署 鷺宮六丁目交番,35.7272115,139.6274434
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,上鷺宮１丁目,2022/10/9,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した,中野区上鷺宮１丁目,35.7292954,139.6368474, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,上鷺宮２丁目,2022/3/28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,中野区上鷺宮２丁目,35.7289971,139.6334034, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,上鷺宮２丁目,2022/6/3,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,中野区上鷺宮２丁目,35.7289971,139.6334034, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,上鷺宮２丁目,2022/7/22,23,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,中野区上鷺宮２丁目,35.7289971,139.6334034, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮３丁目,2022/1/21,17,道路上,その他,20歳代,大学生,施錠せず,中野区鷺宮３丁目,35.7243951,139.6414366, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮３丁目,2022/3/12,1,道路上,その他,30歳代,その他,施錠した,中野区鷺宮３丁目,35.7243951,139.6414366, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮３丁目,2022/6/5,22,道路上,その他,20歳代,その他,施錠した,中野区鷺宮３丁目,35.7243951,139.6414366, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮３丁目,2022/6/24,22,道路上,その他,20歳代,その他,施錠せず,中野区鷺宮３丁目,35.7243951,139.6414366, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮３丁目,2022/7/20,8,道路上,その他,20歳代,その他,施錠した,中野区鷺宮３丁目,35.7243951,139.6414366, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮３丁目,2022/7/23,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,中野区鷺宮３丁目,35.7243951,139.6414366, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮３丁目,2022/12/9,14,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した,中野区鷺宮３丁目,35.7243951,139.6414366, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/1/28,21,その他,その他,10歳代,中学生,施錠せず,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/2/16,9,その他,その他,30歳代,その他,施錠した,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/2/23,19,その他,駐車（輪）場,40歳代,その他,施錠せず,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/6/2,6,その他,駐車（輪）場,40歳代,その他,施錠した,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/6/2,14,その他,駐車（輪）場,10歳代,高校生,施錠せず,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/6/23,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/9/3,19,その他,駐車（輪）場,50歳代,その他,施錠した,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/9/8,8,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/9/26,11,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/10/22,23,道路上,その他,40歳代,その他,施錠せず,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,鷺宮４丁目,2022/12/18,9,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず,中野区鷺宮４丁目,35.7246422,139.635981, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺１丁目,2022/1/2,19,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した,中野区白鷺１丁目,35.7189174,139.6382958, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺１丁目,2022/1/19,1,一戸建住宅,その他,65-69歳,その他,施錠せず,中野区白鷺１丁目,35.7189174,139.6382958, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺１丁目,2022/7/22,16,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず,中野区白鷺１丁目,35.7189174,139.6382958, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺１丁目,2022/8/30,17,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず,中野区白鷺１丁目,35.7189174,139.6382958, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺１丁目,2022/9/29,18,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠した,中野区白鷺１丁目,35.7189174,139.6382958, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺１丁目,2022/10/1,13,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず,中野区白鷺１丁目,35.7189174,139.6382958, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺２丁目,2022/1/27,16,４階建て以上共同住宅,駐車（輪）場,10歳未満,小学生,施錠せず,中野区白鷺２丁目,35.719538,139.6342738, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺２丁目,2022/3/2,18,４階建て以上共同住宅,その他,40歳代,その他,施錠した,中野区白鷺２丁目,35.719538,139.6342738, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺２丁目,2022/5/14,18,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,中野区白鷺２丁目,35.719538,139.6342738, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺２丁目,2022/10/2,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,中野区白鷺２丁目,35.719538,139.6342738, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2022/3/20,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,中野区白鷺３丁目,35.72172,139.6323949, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2022/3/30,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した,中野区白鷺３丁目,35.72172,139.6323949, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2022/7/5,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,中野区白鷺３丁目,35.72172,139.6323949, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2022/7/10,18,一戸建住宅,その他,30歳代,その他,施錠せず,中野区白鷺３丁目,35.72172,139.6323949, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2022/7/21,15,４階建て以上共同住宅,その他,10歳未満,小学生,施錠せず,中野区白鷺３丁目,35.72172,139.6323949, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2022/9/27,7,駐車（輪）場,駐車（輪）場,50歳代,その他,施錠した,中野区白鷺３丁目,35.72172,139.6323949, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2022/10/28,23,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず,中野区白鷺３丁目,35.72172,139.6323949, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,白鷺３丁目,2022/12/20,17,一戸建住宅,その他,30歳代,その他,施錠せず,中野区白鷺３丁目,35.72172,139.6323949, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,若宮２丁目,2022/7/29,17,その他,駐車（輪）場,20歳代,その他,施錠せず,中野区若宮２丁目,35.716927,139.6441725, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,若宮３丁目,2022/4/24,23,道路上,その他,40歳代,その他,施錠した,中野区若宮３丁目,35.7205158,139.6438989, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,若宮３丁目,2022/4/28,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,中野区若宮３丁目,35.7205158,139.6438989, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,若宮３丁目,2022/7/19,23,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず,中野区若宮３丁目,35.7205158,139.6438989, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,若宮３丁目,2022/7/27,6,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した,中野区若宮３丁目,35.7205158,139.6438989, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,若宮３丁目,2022/8/1,6,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した,中野区若宮３丁目,35.7205158,139.6438989, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,野方,鷺宮駅前交番,131148,東京都,中野区,若宮３丁目,2022/8/2,12,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した,中野区若宮３丁目,35.7205158,139.6438989, 野方警察署 鷺宮駅前交番,35.7227709,139.6379832
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2021/12/24,16,その他,駐車（輪）場,50歳代,その他,施錠した,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/1/25,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠した,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/2/4,8,一戸建住宅,その他,65-69歳,その他,施錠した,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/2/25,4,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/4/14,12,その他,駐車（輪）場,20歳代,その他,施錠した,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/4/20,17,一戸建住宅,その他,40歳代,その他,施錠せず,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/4/20,17,一戸建住宅,その他,40歳代,その他,施錠せず,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/4/20,17,一戸建住宅,その他,40歳代,その他,施錠せず,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/5/3,17,一戸建住宅,その他,10歳代,大学生,施錠した,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/5/7,10,一戸建住宅,その他,30歳代,その他,施錠した,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/7/10,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/7/10,19,道路上,その他,30歳代,その他,施錠せず,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/8/1,19,その他,駐車（輪）場,50歳代,その他,施錠せず,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/8/5,6,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/9/26,8,４階建て以上共同住宅,その他,10歳代,高校生,施錠せず,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田１丁目,2022/10/11,不明,道路上,その他,70歳以上,その他,施錠せず,杉並区和田１丁目,35.6914262,139.6634428, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田２丁目,2022/5/13,8,その他,駐車（輪）場,10歳代,高校生,施錠せず,杉並区和田２丁目,35.689886,139.6578799, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田２丁目,2022/5/15,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠せず,杉並区和田２丁目,35.689886,139.6578799, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田２丁目,2022/8/20,9,道路上,その他,20歳代,その他,施錠せず,杉並区和田２丁目,35.689886,139.6578799, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,和田本町交番,131156,東京都,杉並区,和田３丁目,2022/3/18,18,道路上,その他,50歳代,その他,施錠せず,杉並区和田３丁目,35.6957829,139.6575621, 杉並警察署 和田本町交番,35.6902841,139.6647749
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,梅里１丁目,2022/4/10,7,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した,杉並区梅里１丁目,35.6962033,139.6518463, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,梅里１丁目,2022/4/30,0,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず,杉並区梅里１丁目,35.6962033,139.6518463, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2021/9/25,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,杉並区堀ノ内２丁目,35.6882195,139.6526, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2022/3/1,8,その他,駐車（輪）場,70歳以上,その他,施錠した,杉並区堀ノ内２丁目,35.6882195,139.6526, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2022/3/14,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず,杉並区堀ノ内２丁目,35.6882195,139.6526, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2022/6/19,20,一戸建住宅,その他,50歳代,その他,施錠せず,杉並区堀ノ内２丁目,35.6882195,139.6526, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2022/6/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,杉並区堀ノ内２丁目,35.6882195,139.6526, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2022/7/27,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず,杉並区堀ノ内２丁目,35.6882195,139.6526, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内２丁目,2022/12/15,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず,杉並区堀ノ内２丁目,35.6882195,139.6526, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2021/12/19,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2021/12/26,16,一戸建住宅,その他,20歳代,その他,施錠した,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2022/3/17,16,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2022/7/3,7,道路上,その他,50歳代,その他,施錠した,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2022/7/8,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2022/7/9,14,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2022/8/5,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2022/8/9,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2022/8/21,21,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,堀ノ内３丁目,2022/9/27,23,道路上,その他,40歳代,その他,施錠せず,杉並区堀ノ内３丁目,35.6927071,139.6511637, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,和田２丁目,2022/8/6,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず,杉並区和田２丁目,35.689886,139.6578799, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,和田２丁目,2022/8/11,22,道路上,その他,40歳代,その他,施錠せず,杉並区和田２丁目,35.689886,139.6578799, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,堀ノ内交番,131156,東京都,杉並区,和田３丁目,2022/8/16,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,大学生,施錠せず,杉並区和田３丁目,35.6957829,139.6575621, 杉並警察署 堀ノ内交番,35.691955,139.654415
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2021/12/19,18,一戸建住宅,その他,40歳代,その他,施錠した,杉並区阿佐谷南３丁目,35.702164,139.6333967, 杉並警察署 成宗交番,35.7025967,139.6289299
窃盗,自転車盗,杉並,成宗交番,131156,東京都,杉並区,阿佐谷南３丁目,2021/12/27,7,その他,その他,50歳代,その他,施錠せず,杉並区阿佐谷南３丁目,35.702164,139.6333967, 杉並警察署 成宗交番,35.7025967,139.6289299
