罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,被害者の性別,被害者の年齢,現金被害の有無,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,ひったくり,立川,富士見台交番,132152,東京都,国立市,富士見台１丁目,2022-09-30,10,道路上,女性,70歳以上,あり,国立市富士見台１丁目,35.684003,139.449285, 立川警察署 富士見台交番,35.6857014,139.4474238
窃盗,ひったくり,立川,富士見台交番,132152,東京都,国立市,富士見台２丁目,2022-10-27,8,道路上,女性,60-64歳,あり,国立市富士見台２丁目,35.684824,139.443473, 立川警察署 富士見台交番,35.6857014,139.4474238
窃盗,ひったくり,立川,東区駐在所,132152,東京都,国立市,東２丁目,2022-09-30,10,道路上,女性,50歳代,あり,国立市東２丁目,35.693477,139.449586, 立川警察署 東区駐在所,35.6936537,139.4525175
窃盗,ひったくり,立川,立川駅北口交番,132021,東京都,立川市,曙町２丁目,2022-08-28,4,道路上,女性,20歳代,あり,立川市曙町２丁目,35.7005665,139.4156758, 立川警察署 立川駅北口交番,35.6985845,139.4139701
窃盗,ひったくり,立川,錦町交番,132021,東京都,立川市,錦町２丁目,2022-05-23,3,道路上,女性,40歳代,あり,立川市錦町２丁目,35.693623,139.4153376, 立川警察署 錦町交番,35.6958957,139.4193714
窃盗,ひったくり,立川,高松町交番,132021,東京都,立川市,泉町,2022-03-14,3,道路上,女性,20歳代,あり,立川市泉町,35.7158865,139.4043204, 立川警察署 高松町交番,35.7054392,139.4191051
窃盗,ひったくり,小金井,前原交番,132101,東京都,小金井市,前原町３丁目,2022-07-30,7,道路上,女性,60-64歳,あり,小金井市前原町３丁目,35.696158,139.5029196, 小金井警察署 前原交番,35.689252,139.500816
窃盗,ひったくり,田無,下保谷駐在所,132292,東京都,西東京市,北町４丁目,2022-10-17,17,道路上,男性,65-69歳,なし,西東京市北町４丁目,35.759361,139.563096, 田無警察署 下保谷駐在所,35.7524803,139.5590655
窃盗,ひったくり,調布,小覚交番,132195,東京都,狛江市,西野川２丁目,2022-08-31,21,道路上,女性,20歳代,あり,狛江市西野川２丁目,35.647138,139.57438, 調布警察署 小覚交番,35.6465496,139.5781455
窃盗,ひったくり,小平,小平駅前交番,132110,東京都,小平市,天神町２丁目,2022-12-05,11,道路上,女性,70歳以上,なし,小平市天神町２丁目,35.732421,139.494036, 小平警察署 小平駅前交番,35.7370531,139.4877892
