罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,車上ねらい,北沢,経堂駅前交番,131121.0,東京都,世田谷区,経堂４丁目,2022/4/20,9,駐車（輪）場,駐車（輪）場,施錠せず,なし,世田谷区経堂４丁目,35.648657,139.6268946, 北沢警察署 経堂駅前交番,35.651571,139.637223
窃盗,車上ねらい,北沢,経堂駅前交番,131121.0,東京都,世田谷区,経堂５丁目,2022/9/28,19,その他,駐車（輪）場,施錠せず,なし,世田谷区経堂５丁目,35.6473753,139.6325371, 北沢警察署 経堂駅前交番,35.651571,139.637223
窃盗,車上ねらい,北沢,羽根木交番,131121.0,東京都,世田谷区,大原１丁目,2022/8/31,6,道路上,その他,施錠せず,あり,世田谷区大原１丁目,35.668786,139.6638653, 北沢警察署 羽根木交番,35.6665758,139.658911
窃盗,車上ねらい,北沢,赤堤交番,131121.0,東京都,世田谷区,赤堤３丁目,2022/1/29,8,一戸建住宅,駐車（輪）場,施錠せず,なし,世田谷区赤堤３丁目,35.6583314,139.6388349, 北沢警察署 赤堤交番,35.6571544,139.6423805
窃盗,車上ねらい,北沢,赤堤交番,131121.0,東京都,世田谷区,豪徳寺２丁目,2022/2/17,10,道路上,その他,施錠せず,なし,世田谷区豪徳寺２丁目,35.6477425,139.6480724, 北沢警察署 赤堤交番,35.6571544,139.6423805
窃盗,車上ねらい,北沢,赤松交番,131121.0,東京都,世田谷区,赤堤４丁目,2022/3/30,16,その他,その他,施錠せず,あり,世田谷区赤堤４丁目,35.6629307,139.640581, 北沢警察署 赤松交番,,
窃盗,車上ねらい,玉川,上野毛交番,131121.0,東京都,世田谷区,中町２丁目,2022/3/10,12,その他,駐車（輪）場,施錠せず,なし,世田谷区中町２丁目,35.6115802,139.6439069, 玉川警察署 上野毛交番,35.6121887,139.6383048
窃盗,車上ねらい,玉川,上野毛交番,131121.0,東京都,世田谷区,中町５丁目,2022/11/19,11,道路上,その他,施錠せず,あり,世田谷区中町５丁目,35.6210183,139.6418779, 玉川警察署 上野毛交番,35.6121887,139.6383048
窃盗,車上ねらい,玉川,二子玉川交番,131121.0,東京都,世田谷区,玉川１丁目,2022/1/24,7,その他,駐車（輪）場,施錠せず,なし,世田谷区玉川１丁目,35.6093908,139.6305495, 玉川警察署 二子玉川交番,,
窃盗,車上ねらい,玉川,二子玉川交番,131121.0,東京都,世田谷区,玉川３丁目,2022/1/3,6,４階建て以上共同住宅,駐車（輪）場,施錠した,なし,世田谷区玉川３丁目,35.6141434,139.6247439, 玉川警察署 二子玉川交番,,
窃盗,車上ねらい,玉川,奥沢駅前交番,131121.0,東京都,世田谷区,奥沢５丁目,2022/5/30,15,道路上,その他,施錠せず,なし,世田谷区奥沢５丁目,35.6044548,139.6688247, 玉川警察署 奥沢駅前交番,35.6040197,139.6718851
窃盗,車上ねらい,玉川,奥沢駅前交番,131121.0,東京都,世田谷区,尾山台３丁目,2022/9/17,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし,世田谷区尾山台３丁目,35.6042912,139.6553265, 玉川警察署 奥沢駅前交番,35.6040197,139.6718851
窃盗,車上ねらい,玉川,尾山台駅前交番,131121.0,東京都,世田谷区,等々力８丁目,2022/9/19,7,道路上,その他,施錠せず,あり,世田谷区等々力８丁目,35.6149098,139.6513367, 玉川警察署 尾山台駅前交番,35.607354,139.653417
窃盗,車上ねらい,玉川,尾山台駐在所,131121.0,東京都,世田谷区,玉堤１丁目,2022/1/27,20,駐車（輪）場,駐車（輪）場,施錠せず,あり,世田谷区玉堤１丁目,35.5949972,139.65168, 玉川警察署 尾山台駐在所,35.602188,139.651584
窃盗,車上ねらい,玉川,桜新町交番,131121.0,東京都,世田谷区,桜新町２丁目,2022/9/14,7,駐車（輪）場,駐車（輪）場,施錠せず,なし,世田谷区桜新町２丁目,35.6321863,139.6423674, 玉川警察署 桜新町交番,35.6285365,139.643997
窃盗,車上ねらい,玉川,桜新町交番,131121.0,東京都,世田谷区,桜新町２丁目,2022/9/27,13,駐車（輪）場,駐車（輪）場,施錠せず,なし,世田谷区桜新町２丁目,35.6321863,139.6423674, 玉川警察署 桜新町交番,35.6285365,139.643997
窃盗,車上ねらい,玉川,深沢交番,131121.0,東京都,世田谷区,深沢１丁目,2022/4/30,13,その他,駐車（輪）場,施錠せず,なし,世田谷区深沢１丁目,35.6169137,139.6624437, 玉川警察署 深沢交番,35.620908,139.653389
窃盗,車上ねらい,玉川,深沢交番,131121.0,東京都,世田谷区,深沢５丁目,2022/2/9,21,道路上,その他,施錠せず,なし,世田谷区深沢５丁目,35.6187365,139.6495798, 玉川警察署 深沢交番,35.620908,139.653389
窃盗,車上ねらい,玉川,用賀交番,131121.0,東京都,世田谷区,用賀４丁目,2022/9/25,12,道路上,その他,施錠せず,なし,世田谷区用賀４丁目,35.6282212,139.6325853, 玉川警察署 用賀交番,35.626657,139.633891
窃盗,車上ねらい,玉川,等々力不動前駐在所,131121.0,東京都,世田谷区,等々力１丁目,2022/4/10,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり,世田谷区等々力１丁目,35.6025684,139.6489656, 玉川警察署 等々力不動前駐在所,35.60425,139.6477784
窃盗,車上ねらい,玉川,等々力不動前駐在所,131121.0,東京都,世田谷区,野毛１丁目,2022/7/23,18,その他,その他,施錠せず,あり,世田谷区野毛１丁目,35.6023448,139.6444809, 玉川警察署 等々力不動前駐在所,35.60425,139.6477784
窃盗,車上ねらい,成城,上北沢駅前交番,131121.0,東京都,世田谷区,桜上水５丁目,2022/9/21,9,その他,その他,施錠せず,あり,世田谷区桜上水５丁目,35.6658257,139.6297771, 成城警察署 上北沢駅前交番,35.6686489,139.6231928
窃盗,車上ねらい,成城,上祖師谷駐在所,131121.0,東京都,世田谷区,上祖師谷４丁目,2022/2/8,10,４階建て以上共同住宅,その他,施錠せず,あり,世田谷区上祖師谷４丁目,35.65462,139.5958981, 成城警察署 上祖師谷駐在所,35.6572341,139.5962945
窃盗,車上ねらい,成城,千歳船橋駅前交番,131121.0,東京都,世田谷区,船橋５丁目,2022/3/16,7,駐車（輪）場,駐車（輪）場,施錠せず,あり,世田谷区船橋５丁目,35.6553152,139.6275079, 成城警察署 千歳船橋駅前交番,35.647397,139.6234683
窃盗,車上ねらい,成城,喜多見駐在所,131121.0,東京都,世田谷区,喜多見１丁目,2022/1/27,11,一戸建住宅,駐車（輪）場,施錠せず,あり,世田谷区喜多見１丁目,35.6212396,139.5961046, 成城警察署 喜多見駐在所,35.62724,139.599727
窃盗,車上ねらい,成城,大蔵二丁目交番,131121.0,東京都,世田谷区,砧１丁目,2022/9/6,14,その他,駐車（輪）場,施錠せず,あり,世田谷区砧１丁目,35.6376819,139.6180424, 成城警察署 大蔵二丁目交番,,
窃盗,車上ねらい,成城,岡本駐在所,131121.0,東京都,世田谷区,岡本１丁目,2022/6/11,10,道路上,その他,施錠せず,あり,世田谷区岡本１丁目,35.6249308,139.6206173, 成城警察署 岡本駐在所,35.627212,139.620475
窃盗,車上ねらい,成城,岡本駐在所,131121.0,東京都,世田谷区,岡本１丁目,2022/11/25,11,道路上,その他,施錠せず,あり,世田谷区岡本１丁目,35.6249308,139.6206173, 成城警察署 岡本駐在所,35.627212,139.620475
窃盗,車上ねらい,成城,岡本駐在所,131121.0,東京都,世田谷区,岡本３丁目,2022/9/11,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし,世田谷区岡本３丁目,35.6258509,139.6152449, 成城警察署 岡本駐在所,35.627212,139.620475
窃盗,車上ねらい,成城,岡本駐在所,131121.0,東京都,世田谷区,岡本３丁目,2022/11/28,17,駐車（輪）場,駐車（輪）場,施錠した,なし,世田谷区岡本３丁目,35.6258509,139.6152449, 成城警察署 岡本駐在所,35.627212,139.620475
窃盗,車上ねらい,成城,東宝前交番,131121.0,東京都,世田谷区,喜多見５丁目,2022/2/16,18,その他,駐車（輪）場,施錠せず,なし,世田谷区喜多見５丁目,35.628805,139.6013725, 成城警察署 東宝前交番,35.6316948,139.6038246
窃盗,車上ねらい,成城,烏山交番,131121.0,東京都,世田谷区,南烏山５丁目,2022/9/12,11,その他,駐車（輪）場,施錠せず,なし,世田谷区南烏山５丁目,35.6670526,139.6022442, 成城警察署 烏山交番,35.6698295,139.60069322686184
窃盗,車上ねらい,成城,烏山交番,131121.0,東京都,世田谷区,南烏山５丁目,2022/9/25,10,道路上,その他,施錠せず,なし,世田谷区南烏山５丁目,35.6670526,139.6022442, 成城警察署 烏山交番,35.6698295,139.60069322686184
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121.0,東京都,世田谷区,祖師谷５丁目,2022/11/12,12,道路上,その他,施錠せず,あり,世田谷区祖師谷５丁目,35.6516112,139.6051785, 成城警察署 祖師谷大蔵交番,35.642849,139.608948
窃盗,車上ねらい,成城,祖師谷大蔵交番,131121.0,東京都,世田谷区,千歳台２丁目,2022/11/12,19,その他,その他,施錠せず,なし,世田谷区千歳台２丁目,35.6517376,139.6110794, 成城警察署 祖師谷大蔵交番,35.642849,139.608948
窃盗,車上ねらい,成城,給田交番,131121.0,東京都,世田谷区,北烏山９丁目,2022/7/27,20,道路上,その他,施錠せず,あり,世田谷区北烏山９丁目,35.6720164,139.5932212, 成城警察署 給田交番,35.6681445,139.5925523
窃盗,車上ねらい,成城,船橋交番,131121.0,東京都,世田谷区,八幡山１丁目,2022/1/13,12,駐車（輪）場,駐車（輪）場,施錠せず,あり,世田谷区八幡山１丁目,35.6620296,139.6212825, 成城警察署 船橋交番,35.6569345,139.6230995
窃盗,車上ねらい,成城,船橋交番,131121.0,東京都,世田谷区,八幡山２丁目,2022/5/24,14,道路上,その他,施錠せず,なし,世田谷区八幡山２丁目,35.6614238,139.6169347, 成城警察署 船橋交番,35.6569345,139.6230995
窃盗,車上ねらい,成城,鎌田駐在所,131121.0,東京都,世田谷区,宇奈根３丁目,2022/5/25,9,道路上,その他,施錠せず,なし,世田谷区宇奈根３丁目,35.6240849,139.604052, 成城警察署 鎌田駐在所,35.62088,139.612393
窃盗,車上ねらい,成城,鎌田駐在所,131121.0,東京都,世田谷区,鎌田３丁目,2022/3/19,18,その他,駐車（輪）場,施錠せず,なし,世田谷区鎌田３丁目,35.6208864,139.614931, 成城警察署 鎌田駐在所,35.62088,139.612393
窃盗,車上ねらい,目黒,下目黒交番,131105.0,東京都,目黒区,下目黒１丁目,2022/11/3,12,駐車（輪）場,駐車（輪）場,施錠せず,あり,目黒区下目黒１丁目,35.6320467,139.7138831, 目黒警察署 下目黒交番,35.6338256,139.7111264
窃盗,車上ねらい,目黒,下目黒交番,131105.0,東京都,目黒区,下目黒２丁目,2022/5/28,8,その他,その他,施錠せず,あり,目黒区下目黒２丁目,35.6309458,139.7115442, 目黒警察署 下目黒交番,35.6338256,139.7111264
窃盗,車上ねらい,目黒,下目黒交番,131105.0,東京都,目黒区,目黒１丁目,2022/11/3,12,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり,目黒区目黒１丁目,35.6361342,139.7110641, 目黒警察署 下目黒交番,35.6338256,139.7111264
窃盗,車上ねらい,目黒,中目黒駅前交番,131105.0,東京都,目黒区,上目黒１丁目,2022/4/27,22,道路上,その他,施錠せず,なし,目黒区上目黒１丁目,35.6450659,139.7003219, 目黒警察署 中目黒駅前交番,35.6437034,139.7002033
窃盗,車上ねらい,目黒,中目黒駅前交番,131105.0,東京都,目黒区,上目黒１丁目,2022/8/31,17,道路上,その他,施錠せず,なし,目黒区上目黒１丁目,35.6450659,139.7003219, 目黒警察署 中目黒駅前交番,35.6437034,139.7002033
窃盗,車上ねらい,目黒,中目黒駅前交番,131105.0,東京都,目黒区,上目黒３丁目,2022/3/28,10,その他,駐車（輪）場,施錠せず,なし,目黒区上目黒３丁目,35.6441592,139.6950848, 目黒警察署 中目黒駅前交番,35.6437034,139.7002033
窃盗,車上ねらい,目黒,中目黒駅前交番,131105.0,東京都,目黒区,上目黒３丁目,2022/5/5,16,その他,駐車（輪）場,施錠せず,なし,目黒区上目黒３丁目,35.6441592,139.6950848, 目黒警察署 中目黒駅前交番,35.6437034,139.7002033
窃盗,車上ねらい,目黒,中目黒駅前交番,131105.0,東京都,目黒区,上目黒３丁目,2022/10/5,17,その他,駐車（輪）場,施錠せず,なし,目黒区上目黒３丁目,35.6441592,139.6950848, 目黒警察署 中目黒駅前交番,35.6437034,139.7002033
窃盗,車上ねらい,目黒,中目黒駅前交番,131105.0,東京都,目黒区,上目黒３丁目,2022/11/28,10,その他,駐車（輪）場,施錠せず,なし,目黒区上目黒３丁目,35.6441592,139.6950848, 目黒警察署 中目黒駅前交番,35.6437034,139.7002033
窃盗,車上ねらい,目黒,大橋交番,131105.0,東京都,目黒区,大橋１丁目,2022/2/6,21,道路上,その他,施錠せず,なし,目黒区大橋１丁目,35.6512505,139.6883243, 目黒警察署 大橋交番,35.6524337,139.6878532
窃盗,車上ねらい,目黒,大橋交番,131105.0,東京都,目黒区,東山３丁目,2022/3/19,14,道路上,その他,施錠せず,あり,目黒区東山３丁目,35.6489925,139.6866667, 目黒警察署 大橋交番,35.6524337,139.6878532
窃盗,車上ねらい,目黒,油面交番,131105.0,東京都,目黒区,下目黒５丁目,2022/7/27,18,その他,その他,施錠せず,なし,目黒区下目黒５丁目,35.6280169,139.7035606, 目黒警察署 油面交番,35.6307031,139.701278
窃盗,車上ねらい,目黒,油面交番,131105.0,東京都,目黒区,中目黒５丁目,2022/3/25,11,駐車（輪）場,駐車（輪）場,施錠せず,あり,目黒区中目黒５丁目,35.6359554,139.6981037, 目黒警察署 油面交番,35.6307031,139.701278
窃盗,車上ねらい,目黒,油面交番,131105.0,東京都,目黒区,中目黒５丁目,2022/6/3,14,道路上,その他,施錠せず,なし,目黒区中目黒５丁目,35.6359554,139.6981037, 目黒警察署 油面交番,35.6307031,139.701278
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105.0,東京都,目黒区,五本木１丁目,2022/3/19,13,一戸建住宅,駐車（輪）場,施錠せず,あり,目黒区五本木１丁目,35.638168,139.6888487, 目黒警察署 祐天寺駅前交番,35.637574,139.691274
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105.0,東京都,目黒区,五本木３丁目,2022/7/27,11,道路上,その他,施錠せず,あり,目黒区五本木３丁目,35.6313818,139.6836989, 目黒警察署 祐天寺駅前交番,35.637574,139.691274
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105.0,東京都,目黒区,中町２丁目,2022/2/9,14,その他,駐車（輪）場,施錠せず,あり,目黒区中町２丁目,35.6333351,139.694244, 目黒警察署 祐天寺駅前交番,35.637574,139.691274
窃盗,車上ねらい,目黒,祐天寺駅前交番,131105.0,東京都,目黒区,祐天寺２丁目,2022/5/3,19,道路上,その他,施錠せず,なし,目黒区祐天寺２丁目,35.6367707,139.693324, 目黒警察署 祐天寺駅前交番,35.637574,139.691274
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105.0,東京都,目黒区,鷹番２丁目,2022/7/23,1,道路上,その他,施錠せず,あり,目黒区鷹番２丁目,35.6289772,139.6878804, 碑文谷警察署 学芸大学駅前交番,35.6288802,139.6852299
窃盗,車上ねらい,碑文谷,学芸大学駅前交番,131105.0,東京都,目黒区,碑文谷４丁目,2022/11/10,18,駐車（輪）場,駐車（輪）場,施錠せず,なし,目黒区碑文谷４丁目,35.6203685,139.6836331, 碑文谷警察署 学芸大学駅前交番,35.6288802,139.6852299
窃盗,車上ねらい,碑文谷,本町二丁目交番,131105.0,東京都,目黒区,目黒本町３丁目,2022/5/25,9,道路上,その他,施錠せず,あり,目黒区目黒本町３丁目,35.6224933,139.7009817, 碑文谷警察署 本町二丁目交番,35.627492,139.693219
窃盗,車上ねらい,碑文谷,東が丘駐在所,131105.0,東京都,目黒区,東が丘２丁目,2022/4/26,15,道路上,その他,施錠せず,あり,目黒区東が丘２丁目,35.6281706,139.6645921, 碑文谷警察署 東が丘駐在所,35.6287205,139.6665165
窃盗,車上ねらい,碑文谷,柿の木坂交番,131105.0,東京都,目黒区,柿の木坂２丁目,2022/6/3,19,道路上,その他,施錠せず,あり,目黒区柿の木坂２丁目,35.6249417,139.6758521, 碑文谷警察署 柿の木坂交番,35.6260088,139.6703183
窃盗,車上ねらい,碑文谷,緑が丘交番,131105.0,東京都,目黒区,緑が丘１丁目,2022/2/11,13,道路上,その他,施錠せず,あり,目黒区緑が丘１丁目,35.6093756,139.6780273, 碑文谷警察署 緑が丘交番,,
窃盗,車上ねらい,碑文谷,緑が丘交番,131105.0,東京都,目黒区,緑が丘１丁目,2022/11/19,11,道路上,その他,施錠せず,あり,目黒区緑が丘１丁目,35.6093756,139.6780273, 碑文谷警察署 緑が丘交番,,
窃盗,車上ねらい,碑文谷,緑が丘交番,131105.0,東京都,目黒区,緑が丘３丁目,2022/11/15,17,道路上,その他,施錠せず,なし,目黒区緑が丘３丁目,35.6040546,139.6802039, 碑文谷警察署 緑が丘交番,,
窃盗,車上ねらい,碑文谷,自由が丘交番,131105.0,東京都,目黒区,自由が丘１丁目,2022/4/13,14,その他,駐車（輪）場,施錠せず,なし,目黒区自由が丘１丁目,35.6100712,139.6703187, 碑文谷警察署 自由が丘交番,35.6076625,139.6686316
窃盗,車上ねらい,碑文谷,都立大学駅前交番,131105.0,東京都,目黒区,中根２丁目,2022/3/1,13,道路上,その他,施錠せず,あり,目黒区中根２丁目,35.61467,139.6758789, 碑文谷警察署 都立大学駅前交番,35.617937,139.675582
窃盗,車上ねらい,渋谷,宇田川交番,131130.0,東京都,渋谷区,宇田川町,2022/1/4,12,道路上,その他,施錠せず,なし,渋谷区宇田川町,35.6620752,139.6974957, 渋谷警察署 宇田川交番,,
窃盗,車上ねらい,渋谷,宇田川交番,131130.0,東京都,渋谷区,宇田川町,2022/4/20,14,道路上,その他,施錠せず,あり,渋谷区宇田川町,35.6620752,139.6974957, 渋谷警察署 宇田川交番,,
窃盗,車上ねらい,渋谷,宇田川交番,131130.0,東京都,渋谷区,宇田川町,2022/6/24,15,道路上,その他,施錠せず,なし,渋谷区宇田川町,35.6620752,139.6974957, 渋谷警察署 宇田川交番,,
窃盗,車上ねらい,渋谷,宇田川交番,131130.0,東京都,渋谷区,神山町,2022/2/22,7,駐車（輪）場,駐車（輪）場,施錠した,あり,渋谷区神山町,35.6638493,139.6914062, 渋谷警察署 宇田川交番,,
窃盗,車上ねらい,渋谷,宇田川交番,131130.0,東京都,渋谷区,道玄坂２丁目,2022/5/2,10,道路上,その他,施錠せず,あり,渋谷区道玄坂２丁目,35.6593786,139.6987796, 渋谷警察署 宇田川交番,,
窃盗,車上ねらい,渋谷,常磐松交番,131130.0,東京都,渋谷区,渋谷４丁目,2022/5/26,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり,渋谷区渋谷４丁目,35.6601838,139.7113055, 渋谷警察署 常磐松交番,35.6584191,139.7126154
窃盗,車上ねらい,渋谷,恵比寿四丁目交番,131130.0,東京都,渋谷区,恵比寿１丁目,2022/1/20,不明,駐車（輪）場,駐車（輪）場,施錠した,なし,渋谷区恵比寿１丁目,35.6470941,139.7142801, 渋谷警察署 恵比寿四丁目交番,35.6439439,139.7151867
窃盗,車上ねらい,渋谷,恵比寿四丁目交番,131130.0,東京都,渋谷区,恵比寿４丁目,2022/1/31,13,その他,その他,施錠せず,なし,渋谷区恵比寿４丁目,35.6449777,139.7139662, 渋谷警察署 恵比寿四丁目交番,35.6439439,139.7151867
窃盗,車上ねらい,渋谷,恵比寿駅前交番,131130.0,東京都,渋谷区,恵比寿１丁目,2022/4/2,16,駐車（輪）場,駐車（輪）場,施錠せず,あり,渋谷区恵比寿１丁目,35.6470941,139.7142801, 渋谷警察署 恵比寿駅前交番,35.6475396,139.70942886236617
窃盗,車上ねらい,渋谷,東交番,131130.0,東京都,渋谷区,東１丁目,2022/5/18,16,道路上,その他,施錠せず,なし,渋谷区東１丁目,35.6553806,139.7084784, 渋谷警察署 東交番,35.653794,139.707911
窃盗,車上ねらい,渋谷,渋谷駅前交番,131130.0,東京都,渋谷区,道玄坂１丁目,2022/5/3,10,道路上,その他,施錠せず,あり,渋谷区道玄坂１丁目,35.6572608,139.6987943, 渋谷警察署 渋谷駅前交番,35.6593164,139.7010358
窃盗,車上ねらい,渋谷,渋谷駅前交番,131130.0,東京都,渋谷区,道玄坂１丁目,2022/5/4,13,道路上,その他,施錠せず,なし,渋谷区道玄坂１丁目,35.6572608,139.6987943, 渋谷警察署 渋谷駅前交番,35.6593164,139.7010358
窃盗,車上ねらい,渋谷,美竹交番,131130.0,東京都,渋谷区,神宮前５丁目,2022/1/23,8,駐車（輪）場,駐車（輪）場,施錠した,あり,渋谷区神宮前５丁目,35.6645074,139.7063528, 渋谷警察署 美竹交番,,
窃盗,車上ねらい,渋谷,美竹交番,131130.0,東京都,渋谷区,神宮前６丁目,2022/12/8,20,その他,駐車（輪）場,施錠せず,なし,渋谷区神宮前６丁目,35.6661069,139.7041199, 渋谷警察署 美竹交番,,
窃盗,車上ねらい,渋谷,道玄坂上交番,131130.0,東京都,渋谷区,松濤２丁目,2022/2/21,9,駐車（輪）場,駐車（輪）場,施錠した,なし,渋谷区松濤２丁目,35.6599964,139.6900517, 渋谷警察署 道玄坂上交番,,
窃盗,車上ねらい,渋谷,道玄坂上交番,131130.0,東京都,渋谷区,道玄坂２丁目,2022/3/20,20,駐車（輪）場,駐車（輪）場,施錠せず,なし,渋谷区道玄坂２丁目,35.6593786,139.6987796, 渋谷警察署 道玄坂上交番,,
窃盗,車上ねらい,渋谷,鉢山交番,131130.0,東京都,渋谷区,桜丘町,2022/2/12,7,駐車（輪）場,駐車（輪）場,施錠した,あり,渋谷区桜丘町,35.6556312,139.7009039, 渋谷警察署 鉢山交番,35.6528835,139.6981506
窃盗,車上ねらい,原宿,代々木二丁目交番,131130.0,東京都,渋谷区,代々木２丁目,2022/4/2,15,道路上,その他,施錠せず,あり,渋谷区代々木２丁目,35.6855225,139.6990827, 原宿警察署 代々木二丁目交番,35.687096,139.696633
窃盗,車上ねらい,原宿,代々木駅前交番,131130.0,東京都,渋谷区,千駄ヶ谷３丁目,2022/2/16,8,駐車（輪）場,駐車（輪）場,施錠した,あり,渋谷区千駄ヶ谷３丁目,35.6758403,139.7065137, 原宿警察署 代々木駅前交番,35.6827276,139.7019822
窃盗,車上ねらい,原宿,代々木駅前交番,131130.0,東京都,渋谷区,代々木１丁目,2022/2/21,16,駐車（輪）場,駐車（輪）場,施錠した,あり,渋谷区代々木１丁目,35.6818994,139.7004533, 原宿警察署 代々木駅前交番,35.6827276,139.7019822
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130.0,東京都,渋谷区,千駄ヶ谷３丁目,2022/2/21,8,駐車（輪）場,駐車（輪）場,施錠した,なし,渋谷区千駄ヶ谷３丁目,35.6758403,139.7065137, 原宿警察署 千駄ケ谷五丁目交番,,
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130.0,東京都,渋谷区,千駄ヶ谷３丁目,2022/8/8,23,道路上,その他,施錠せず,あり,渋谷区千駄ヶ谷３丁目,35.6758403,139.7065137, 原宿警察署 千駄ケ谷五丁目交番,,
窃盗,車上ねらい,原宿,千駄ケ谷五丁目交番,131130.0,東京都,渋谷区,千駄ヶ谷５丁目,2022/4/17,14,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし,渋谷区千駄ヶ谷５丁目,35.6853003,139.7038168, 原宿警察署 千駄ケ谷五丁目交番,,
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130.0,東京都,渋谷区,神宮前２丁目,2022/5/22,3,一戸建住宅,その他,施錠せず,あり,渋谷区神宮前２丁目,35.6738205,139.7124763, 原宿警察署 千駄ケ谷駅前交番,35.6807943,139.7117726
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130.0,東京都,渋谷区,千駄ヶ谷１丁目,2022/1/14,9,駐車（輪）場,駐車（輪）場,施錠した,あり,渋谷区千駄ヶ谷１丁目,35.6792567,139.7113377, 原宿警察署 千駄ケ谷駅前交番,35.6807943,139.7117726
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130.0,東京都,渋谷区,千駄ヶ谷１丁目,2022/5/16,21,駐車（輪）場,駐車（輪）場,施錠せず,あり,渋谷区千駄ヶ谷１丁目,35.6792567,139.7113377, 原宿警察署 千駄ケ谷駅前交番,35.6807943,139.7117726
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130.0,東京都,渋谷区,千駄ヶ谷１丁目,2022/11/26,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり,渋谷区千駄ヶ谷１丁目,35.6792567,139.7113377, 原宿警察署 千駄ケ谷駅前交番,35.6807943,139.7117726
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130.0,東京都,渋谷区,千駄ヶ谷３丁目,2022/9/13,22,４階建て以上共同住宅,駐車（輪）場,施錠した,あり,渋谷区千駄ヶ谷３丁目,35.6758403,139.7065137, 原宿警察署 千駄ケ谷駅前交番,35.6807943,139.7117726
窃盗,車上ねらい,原宿,千駄ケ谷駅前交番,131130.0,東京都,渋谷区,千駄ヶ谷５丁目,2022/9/13,21,駐車（輪）場,駐車（輪）場,施錠した,あり,渋谷区千駄ヶ谷５丁目,35.6853003,139.7038168, 原宿警察署 千駄ケ谷駅前交番,35.6807943,139.7117726
窃盗,車上ねらい,原宿,神宮前交番,131130.0,東京都,渋谷区,神宮前１丁目,2022/12/22,20,道路上,その他,施錠せず,なし,渋谷区神宮前１丁目,35.671513,139.7057319, 原宿警察署 神宮前交番,35.6679213,139.7071328
窃盗,車上ねらい,原宿,神宮前交番,131130.0,東京都,渋谷区,神宮前３丁目,2022/5/22,4,一戸建住宅,その他,施錠せず,あり,渋谷区神宮前３丁目,35.6704333,139.7107597, 原宿警察署 神宮前交番,35.6679213,139.7071328
窃盗,車上ねらい,原宿,神宮前交番,131130.0,東京都,渋谷区,神宮前３丁目,2022/6/17,3,一戸建住宅,その他,施錠せず,あり,渋谷区神宮前３丁目,35.6704333,139.7107597, 原宿警察署 神宮前交番,35.6679213,139.7071328
窃盗,車上ねらい,原宿,神宮前交番,131130.0,東京都,渋谷区,神宮前６丁目,2022/3/16,18,道路上,その他,施錠せず,なし,渋谷区神宮前６丁目,35.6661069,139.7041199, 原宿警察署 神宮前交番,35.6679213,139.7071328
窃盗,車上ねらい,原宿,神宮前交番,131130.0,東京都,渋谷区,神宮前６丁目,2022/11/4,13,道路上,その他,施錠せず,なし,渋谷区神宮前６丁目,35.6661069,139.7041199, 原宿警察署 神宮前交番,35.6679213,139.7071328
窃盗,車上ねらい,代々木,不動前交番,131130.0,東京都,渋谷区,本町６丁目,2022/2/3,10,道路上,その他,施錠せず,あり,渋谷区本町６丁目,35.6821783,139.6788052, 代々木警察署 不動前交番,35.682957,139.680246
窃盗,車上ねらい,代々木,代々木公園交番,131130.0,東京都,渋谷区,富ヶ谷１丁目,2022/5/3,17,道路上,その他,施錠せず,あり,渋谷区富ヶ谷１丁目,35.6672759,139.6905009, 代々木警察署 代々木公園交番,35.6676893,139.6921258
窃盗,車上ねらい,代々木,代々木公園交番,131130.0,東京都,渋谷区,富ヶ谷２丁目,2022/9/17,3,一戸建住宅,駐車（輪）場,施錠せず,あり,渋谷区富ヶ谷２丁目,35.664698,139.6859962, 代々木警察署 代々木公園交番,35.6676893,139.6921258
