罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金被害の有無,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,自動販売機ねらい,小岩,鹿骨交番,131237,東京都,江戸川区,篠崎町８丁目,2022-01-17,18,道路上,その他,あり,江戸川区篠崎町８丁目,35.7038744,139.8980534, 小岩警察署 鹿骨交番,35.710294,139.88931
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀４丁目,2022-06-19,21,その他,その他,あり,江戸川区船堀４丁目,35.6839,139.866969, 葛西警察署 船堀駅前交番,35.6837041,139.8639433
窃盗,自動販売機ねらい,葛西,船堀駅前交番,131237,東京都,江戸川区,船堀７丁目,2022-06-14,6,その他,その他,あり,江戸川区船堀７丁目,35.6776389,139.8696203, 葛西警察署 船堀駅前交番,35.6837041,139.8639433
窃盗,自動販売機ねらい,南大沢,みなみ野交番,132012,東京都,八王子市,片倉町,2022-01-04,8,その他,その他,なし,八王子市片倉町,,, 南大沢警察署 みなみ野交番,,
窃盗,自動販売機ねらい,南大沢,上柚木駐在所,132012,東京都,八王子市,鑓水,2022-11-11,11,その他,駐車（輪）場,あり,八王子市鑓水,,, 南大沢警察署 上柚木駐在所,,
窃盗,自動販売機ねらい,南大沢,北野駅前交番,132012,東京都,八王子市,北野町,2022-08-15,12,その他,駐車（輪）場,なし,八王子市北野町,,, 南大沢警察署 北野駅前交番,,
窃盗,自動販売機ねらい,南大沢,堀之内駅前交番,132012,東京都,八王子市,別所１丁目,2022-11-09,23,その他,その他,なし,八王子市別所１丁目,,, 南大沢警察署 堀之内駅前交番,,
窃盗,自動販売機ねらい,南大沢,小山駐在所,132098,東京都,町田市,小山町,2022-11-08,21,その他,駐車（輪）場,あり,町田市小山町,35.5956062,139.3770822, 南大沢警察署 小山駐在所,35.5959169,139.3718669
窃盗,自動販売機ねらい,南大沢,相原駅前交番,132098,東京都,町田市,相原町,2022-10-26,3,その他,その他,あり,町田市相原町,35.6054106,139.3299887, 南大沢警察署 相原駅前交番,35.607092800000004,139.33191845816327
窃盗,自動販売機ねらい,南大沢,相原駅前交番,132098,東京都,町田市,小山町,2022-10-28,21,道路上,その他,あり,町田市小山町,35.5956062,139.3770822, 南大沢警察署 相原駅前交番,35.607092800000004,139.33191845816327
窃盗,自動販売機ねらい,高尾,諏訪交番,132012,東京都,八王子市,四谷町,2022-10-28,3,その他,その他,あり,八王子市四谷町,,, 高尾警察署 諏訪交番,35.67533355,139.29081936367348
窃盗,自動販売機ねらい,高尾,館駐在所,132012,東京都,八王子市,館町,2022-10-11,14,道路上,その他,あり,八王子市館町,,, 高尾警察署 館駐在所,35.636009,139.299558
窃盗,自動販売機ねらい,多摩中央,大丸交番,132250,東京都,稲城市,大丸,2022-11-22,13,その他,その他,あり,稲城市大丸,35.644584,139.477742, 多摩中央警察署 大丸交番,35.64792,139.4929595
窃盗,自動販売機ねらい,多摩中央,大丸交番,132250,東京都,稲城市,東長沼,2022-07-20,5,道路上,その他,あり,稲城市東長沼,35.634766,139.504256, 多摩中央警察署 大丸交番,35.64792,139.4929595
窃盗,自動販売機ねらい,東大和,残堀駐在所,132233,東京都,武蔵村山市,伊奈平２丁目,2021-12-27,22,その他,その他,あり,武蔵村山市伊奈平２丁目,35.739156,139.379837, 東大和警察署 残堀駐在所,35.743331,139.371715
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2022-09-23,不明,その他,その他,あり,青梅市今井３丁目,35.797515,139.311936, 青梅警察署 今井駐在所,35.8059483,139.3110771
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2022-10-14,12,その他,駐車（輪）場,あり,青梅市今井３丁目,35.797515,139.311936, 青梅警察署 今井駐在所,35.8059483,139.3110771
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2022-10-15,不明,その他,その他,あり,青梅市今井３丁目,35.797515,139.311936, 青梅警察署 今井駐在所,35.8059483,139.3110771
窃盗,自動販売機ねらい,青梅,今井駐在所,132055,東京都,青梅市,今井３丁目,2022-10-17,13,その他,駐車（輪）場,あり,青梅市今井３丁目,35.797515,139.311936, 青梅警察署 今井駐在所,35.8059483,139.3110771
窃盗,自動販売機ねらい,福生,福生駅前交番,132187,東京都,福生市,武蔵野台２丁目,2022-11-12,2,その他,駐車（輪）場,あり,福生市武蔵野台２丁目,35.748842,139.329707, 福生警察署 福生駅前交番,35.7421447,139.3278343
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町２丁目,2022-09-07,7,駐車（輪）場,駐車（輪）場,あり,八王子市子安町２丁目,,, 八王子警察署 八王子駅南口交番,,
窃盗,自動販売機ねらい,八王子,八王子駅南口交番,132012,東京都,八王子市,子安町４丁目,2022-05-08,12,その他,その他,あり,八王子市子安町４丁目,,, 八王子警察署 八王子駅南口交番,,
窃盗,自動販売機ねらい,八王子,北八王子交番,132012,東京都,八王子市,石川町,2022-11-02,10,その他,その他,あり,八王子市石川町,,, 八王子警察署 北八王子交番,35.6694628,139.35998324746674
窃盗,自動販売機ねらい,八王子,大和田交番,132012,東京都,八王子市,大和田町５丁目,2022-08-18,18,その他,その他,あり,八王子市大和田町５丁目,,, 八王子警察署 大和田交番,35.66212045,139.3482500855822
窃盗,自動販売機ねらい,八王子,宮下駐在所,132012,東京都,八王子市,宮下町,2022-10-21,17,道路上,その他,あり,八王子市宮下町,,, 八王子警察署 宮下駐在所,35.704461,139.3090148
窃盗,自動販売機ねらい,八王子,宮下駐在所,132012,東京都,八王子市,宮下町,2022-10-21,18,その他,その他,あり,八王子市宮下町,,, 八王子警察署 宮下駐在所,35.704461,139.3090148
窃盗,自動販売機ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2022-10-14,14,道路上,その他,あり,八王子市犬目町,,, 八王子警察署 犬目交番,35.6894572,139.30495915425627
窃盗,自動販売機ねらい,八王子,犬目交番,132012,東京都,八王子市,犬目町,2022-10-19,14,道路上,その他,あり,八王子市犬目町,,, 八王子警察署 犬目交番,35.6894572,139.30495915425627
窃盗,自動販売機ねらい,町田,中町交番,132098,東京都,町田市,中町３丁目,2022-07-11,10,道路上,その他,あり,町田市中町３丁目,35.5508249,139.449663, 町田警察署 中町交番,35.5484196,139.4473429
窃盗,自動販売機ねらい,日野,日野橋駐在所,132128,東京都,日野市,大字日野,2022-03-15,15,その他,その他,なし,日野市大字日野,35.677208,139.409696, 日野警察署 日野橋駐在所,35.678923,139.40738
窃盗,自動販売機ねらい,日野,日野橋駐在所,132128,東京都,日野市,万願寺１丁目,2022-03-15,8,その他,その他,なし,日野市万願寺１丁目,35.675332,139.420326, 日野警察署 日野橋駐在所,35.678923,139.40738
窃盗,自動販売機ねらい,昭島,堀向駐在所,132071,東京都,昭島市,つつじが丘１丁目,2022-07-26,13,道路上,その他,あり,昭島市つつじが丘１丁目,35.721189,139.369645, 昭島警察署 堀向駐在所,,
窃盗,自動販売機ねらい,立川,一番町六丁目駐在所,132021,東京都,立川市,一番町６丁目,2022-08-08,7,その他,その他,あり,立川市一番町６丁目,35.734397,139.375039, 立川警察署 一番町六丁目駐在所,,
窃盗,自動販売機ねらい,府中,大国魂交番,132063,東京都,府中市,緑町２丁目,2022-08-14,16,その他,その他,あり,府中市緑町２丁目,35.674211,139.489485, 府中警察署 大国魂交番,35.669881,139.4795967
窃盗,自動販売機ねらい,小金井,国分寺駅北口交番,132144,東京都,国分寺市,本町１丁目,2022-08-12,16,その他,その他,あり,国分寺市本町１丁目,35.701345,139.485916, 小金井警察署 国分寺駅北口交番,,
窃盗,自動販売機ねらい,小金井,武蔵小金井駅前交番,132101,東京都,小金井市,本町１丁目,2022-08-10,19,その他,その他,あり,小金井市本町１丁目,35.699302,139.509171, 小金井警察署 武蔵小金井駅前交番,,
窃盗,自動販売機ねらい,三鷹,三鷹駅前交番,132047,東京都,三鷹市,上連雀１丁目,2022-04-03,3,その他,その他,あり,三鷹市上連雀１丁目,,, 三鷹警察署 三鷹駅前交番,,
窃盗,自動販売機ねらい,三鷹,上連雀交番,132047,東京都,三鷹市,上連雀７丁目,2022-05-09,17,その他,その他,あり,三鷹市上連雀７丁目,,, 三鷹警察署 上連雀交番,35.69448,139.55159
窃盗,自動販売機ねらい,調布,中和泉交番,132195,東京都,狛江市,中和泉４丁目,2022-03-27,12,道路上,その他,あり,狛江市中和泉４丁目,35.636386,139.565899, 調布警察署 中和泉交番,35.638876,139.569007
窃盗,自動販売機ねらい,調布,京王多摩川駅前交番,132080,東京都,調布市,多摩川２丁目,2022-01-10,23,その他,その他,あり,調布市多摩川２丁目,35.646466,139.525504, 調布警察署 京王多摩川駅前交番,35.644515,139.536816
窃盗,自動販売機ねらい,調布,植物公園前駐在所,132080,東京都,調布市,深大寺北町３丁目,2022-05-16,18,その他,その他,あり,調布市深大寺北町３丁目,35.676637,139.550064, 調布警察署 植物公園前駐在所,35.6735118,139.5448222
窃盗,自動販売機ねらい,調布,飛田給駅前交番,132080,東京都,調布市,飛田給３丁目,2022-01-09,20,その他,駐車（輪）場,あり,調布市飛田給３丁目,35.656037,139.520725, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
