罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品,name,latitude,longitude,police_office_name,police_office_latitude,police_office_longitude
窃盗,自動車盗,西新井,西新井駅前交番,131211.0,東京都,足立区,梅島３丁目,2022/2/15,21,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車,足立区梅島３丁目,35.7759734,139.7943735, 西新井警察署 西新井駅前交番,35.7768722,139.7898379
窃盗,自動車盗,西新井,鹿浜交番,131211.0,東京都,足立区,鹿浜２丁目,2022/6/27,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,足立区鹿浜２丁目,35.781856,139.747084, 西新井警察署 鹿浜交番,35.7787755,139.7507655
窃盗,自動車盗,綾瀬,一ツ家交番,131211.0,東京都,足立区,加平２丁目,2022/3/9,19,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,足立区加平２丁目,35.7804474,139.8267746, 綾瀬警察署 一ツ家交番,,
窃盗,自動車盗,綾瀬,神明交番,131211.0,東京都,足立区,神明３丁目,2022/8/27,1,一戸建住宅,その他,キーなし,なし,乗用自動車,足立区神明３丁目,35.7984624,139.8365807, 綾瀬警察署 神明交番,35.7917124,139.8316794
窃盗,自動車盗,綾瀬,神明交番,131211.0,東京都,足立区,谷中５丁目,2022/5/26,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車,足立区谷中５丁目,35.7826233,139.8349929, 綾瀬警察署 神明交番,35.7917124,139.8316794
窃盗,自動車盗,綾瀬,綾瀬六丁目交番,131211.0,東京都,足立区,谷中１丁目,2022/8/18,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,足立区谷中１丁目,35.7733621,139.8330831, 綾瀬警察署 綾瀬六丁目交番,35.7688512,139.8259598
窃盗,自動車盗,綾瀬,綾瀬駅西口交番,131211.0,東京都,足立区,西綾瀬４丁目,2022/4/7,17,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,足立区西綾瀬４丁目,35.764887,139.819617, 綾瀬警察署 綾瀬駅西口交番,35.7616666,139.8228475
窃盗,自動車盗,竹の塚,伊興町交番,131211.0,東京都,足立区,伊興４丁目,2022/4/2,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,足立区伊興４丁目,35.7969309,139.7841382, 竹の塚警察署 伊興町交番,35.795238,139.7887666
窃盗,自動車盗,竹の塚,保木間交番,131211.0,東京都,足立区,東保木間１丁目,2022/7/6,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,足立区東保木間１丁目,35.7894815,139.8124489, 竹の塚警察署 保木間交番,35.7948232,139.8102664
窃盗,自動車盗,竹の塚,保木間交番,131211.0,東京都,足立区,保木間１丁目,2022/11/8,1,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,足立区保木間１丁目,35.790404,139.804995, 竹の塚警察署 保木間交番,35.7948232,139.8102664
窃盗,自動車盗,竹の塚,入谷町交番,131211.0,東京都,足立区,入谷１丁目,2022/10/29,19,その他,駐車（輪）場,キーあり,なし,乗用自動車,足立区入谷１丁目,35.8039618,139.7682273, 竹の塚警察署 入谷町交番,35.8021727,139.761817
窃盗,自動車盗,竹の塚,竹の塚駅前交番,131211.0,東京都,足立区,竹の塚６丁目,2022/1/9,4,道路上,その他,キーあり,なし,乗用自動車,足立区竹の塚６丁目,35.7954167,139.7927642, 竹の塚警察署 竹の塚駅前交番,35.7937277,139.7922265
窃盗,自動車盗,城東,亀戸交番,131083.0,東京都,江東区,亀戸７丁目,2022/5/17,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,江東区亀戸７丁目,35.696879,139.836644, 城東警察署 亀戸交番,35.6971705,139.8405464
窃盗,自動車盗,本所,押上駅前交番,131075.0,東京都,墨田区,押上１丁目,2022/11/26,0,一戸建住宅,駐車（輪）場,キーなし,あり,なし,墨田区押上１丁目,35.710776,139.813826, 本所警察署 押上駅前交番,,
窃盗,自動車盗,本所,横網交番,131075.0,東京都,墨田区,本所１丁目,2022/12/17,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車,墨田区本所１丁目,35.703738,139.797267, 本所警察署 横網交番,,
窃盗,自動車盗,本所,錦糸町駅南口交番,131075.0,東京都,墨田区,江東橋４丁目,2022/7/11,7,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車,墨田区江東橋４丁目,35.695011,139.817372, 本所警察署 錦糸町駅南口交番,35.69598725,139.81479650833177
窃盗,自動車盗,向島,,,,,,2022/6/13,22,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,nannan,,, 向島警察署 nan,,
窃盗,自動車盗,亀有,南水元交番,131229.0,東京都,葛飾区,南水元４丁目,2022/7/30,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,葛飾区南水元４丁目,35.77857,139.863479, 亀有警察署 南水元交番,35.776117,139.866337
窃盗,自動車盗,亀有,東金町交番,131229.0,東京都,葛飾区,東金町４丁目,2022/5/10,7,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,葛飾区東金町４丁目,35.774498,139.87549, 亀有警察署 東金町交番,35.7765696,139.8796678
窃盗,自動車盗,亀有,柴又交番,131229.0,東京都,葛飾区,柴又５丁目,2022/4/4,22,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,葛飾区柴又５丁目,35.75232,139.883492, 亀有警察署 柴又交番,35.7562071,139.8769165
窃盗,自動車盗,亀有,水元公園前交番,131229.0,東京都,葛飾区,東水元３丁目,2022/10/31,21,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車,葛飾区東水元３丁目,35.784086,139.86703, 亀有警察署 水元公園前交番,35.781005,139.866921
窃盗,自動車盗,亀有,水元駐在所,131229.0,東京都,葛飾区,西水元２丁目,2022/3/14,19,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,葛飾区西水元２丁目,35.785738,139.849615, 亀有警察署 水元駐在所,35.7808322,139.8529282
窃盗,自動車盗,亀有,水元駐在所,131229.0,東京都,葛飾区,水元１丁目,2022/8/9,1,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,葛飾区水元１丁目,35.781891,139.856849, 亀有警察署 水元駐在所,35.7808322,139.8529282
窃盗,自動車盗,亀有,葛三橋交番,131229.0,東京都,葛飾区,水元４丁目,2022/4/4,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車,葛飾区水元４丁目,35.786591,139.862399, 亀有警察署 葛三橋交番,35.7932862,139.85977
窃盗,自動車盗,葛飾,四ツ木交番,131229.0,東京都,葛飾区,四つ木１丁目,2022/11/6,12,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,葛飾区四つ木１丁目,35.732958,139.833459, 葛飾警察署 四ツ木交番,35.7354203,139.8334653
窃盗,自動車盗,葛飾,新小岩駅前交番,131229.0,東京都,葛飾区,新小岩２丁目,2022/4/10,20,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,葛飾区新小岩２丁目,35.715976,139.862179, 葛飾警察署 新小岩駅前交番,35.71658205,139.85864229144255
窃盗,自動車盗,葛飾,立石駅前交番,131229.0,東京都,葛飾区,立石６丁目,2022/4/26,0,４階建て以上共同住宅,その他,キーなし,あり,乗用自動車,葛飾区立石６丁目,35.744073,139.851199, 葛飾警察署 立石駅前交番,35.7388475,139.8490674
窃盗,自動車盗,葛飾,細田交番,131229.0,東京都,葛飾区,細田４丁目,2022/5/17,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,葛飾区細田４丁目,35.743153,139.872295, 葛飾警察署 細田交番,35.740142,139.8695527
窃盗,自動車盗,葛飾,鎌倉交番,131229.0,東京都,葛飾区,鎌倉４丁目,2022/8/24,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,葛飾区鎌倉４丁目,35.746657,139.882303, 葛飾警察署 鎌倉交番,35.7473684,139.8802143
窃盗,自動車盗,葛飾,青砥駅前交番,131229.0,東京都,葛飾区,青戸３丁目,2022/10/22,19,その他,駐車（輪）場,キーあり,なし,乗用自動車,葛飾区青戸３丁目,35.746276,139.852136, 葛飾警察署 青砥駅前交番,35.7462131,139.8566192
窃盗,自動車盗,小松川,八蔵橋交番,131237.0,東京都,江戸川区,松島１丁目,2022/3/14,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車,江戸川区松島１丁目,35.7045227,139.8649821, 小松川警察署 八蔵橋交番,35.7082979,139.867753
窃盗,自動車盗,小松川,南篠崎交番,131237.0,東京都,江戸川区,南篠崎町１丁目,2022/8/19,12,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,江戸川区南篠崎町１丁目,35.6947511,139.9062516, 小松川警察署 南篠崎交番,35.693524,139.90868
窃盗,自動車盗,小松川,小松川四丁目交番,131237.0,東京都,江戸川区,平井１丁目,2022/4/10,23,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,江戸川区平井１丁目,35.7040905,139.85139, 小松川警察署 小松川四丁目交番,35.699792,139.850426
窃盗,自動車盗,小松川,平井駅前交番,131237.0,東京都,江戸川区,平井５丁目,2022/11/10,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,江戸川区平井５丁目,35.707582,139.842478, 小松川警察署 平井駅前交番,35.70628605,139.8429350469908
窃盗,自動車盗,小松川,椿町駐在所,131237.0,東京都,江戸川区,春江町３丁目,2022/8/20,21,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,江戸川区春江町３丁目,35.692291,139.887953, 小松川警察署 椿町駐在所,35.698842,139.8903386
窃盗,自動車盗,小岩,上篠崎駐在所,131237.0,東京都,江戸川区,篠崎町１丁目,2022/12/12,17,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,江戸川区篠崎町１丁目,35.7100027,139.9084377, 小岩警察署 上篠崎駐在所,35.714155,139.902142
窃盗,自動車盗,小岩,京成小岩駅前交番,131237.0,東京都,江戸川区,北小岩６丁目,2022/11/21,15,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,江戸川区北小岩６丁目,35.7442059,139.8853737, 小岩警察署 京成小岩駅前交番,35.741382,139.8826344
窃盗,自動車盗,小岩,鹿骨交番,131237.0,東京都,江戸川区,鹿骨１丁目,2022/8/27,19,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車,江戸川区鹿骨１丁目,35.708809,139.887588, 小岩警察署 鹿骨交番,35.710294,139.88931
窃盗,自動車盗,小岩,鹿骨交番,131237.0,東京都,江戸川区,鹿骨２丁目,2022/5/2,17,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車,江戸川区鹿骨２丁目,35.7071043,139.8933177, 小岩警察署 鹿骨交番,35.710294,139.88931
窃盗,自動車盗,葛西,南葛西交番,131237.0,東京都,江戸川区,南葛西１丁目,2022/6/16,18,その他,駐車（輪）場,キーなし,なし,乗用自動車,江戸川区南葛西１丁目,35.6541395,139.8689414, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
窃盗,自動車盗,葛西,南葛西交番,131237.0,東京都,江戸川区,南葛西４丁目,2022/6/13,10,駐車（輪）場,駐車（輪）場,キーなし,なし,貨物自動車,江戸川区南葛西４丁目,35.6495309,139.874178, 葛西警察署 南葛西交番,35.6484223,139.87167429303327
窃盗,自動車盗,葛西,葛西橋東交番,131237.0,東京都,江戸川区,北葛西４丁目,2022/5/9,16,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,江戸川区北葛西４丁目,35.6715372,139.86352, 葛西警察署 葛西橋東交番,,
窃盗,自動車盗,葛西,西葛西駅前交番,131237.0,東京都,江戸川区,西葛西７丁目,2022/3/9,22,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,江戸川区西葛西７丁目,35.6604813,139.8613081, 葛西警察署 西葛西駅前交番,,
窃盗,自動車盗,南大沢,みなみ野交番,132012.0,東京都,八王子市,七国３丁目,2022/3/3,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,八王子市七国３丁目,,, 南大沢警察署 みなみ野交番,,
窃盗,自動車盗,南大沢,相原駐在所,132098.0,東京都,町田市,小山ヶ丘４丁目,2022/6/14,18,その他,駐車（輪）場,キーなし,なし,乗用自動車,町田市小山ヶ丘４丁目,35.6058425,139.3656769, 南大沢警察署 相原駐在所,35.6056826,139.3429527
窃盗,自動車盗,南大沢,高嶺交番,132012.0,東京都,八王子市,北野台５丁目,2022/6/29,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,八王子市北野台５丁目,,, 南大沢警察署 高嶺交番,35.627737749999994,139.34880344544945
窃盗,自動車盗,高尾,諏訪交番,132012.0,東京都,八王子市,叶谷町,2022/8/21,4,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,八王子市叶谷町,,, 高尾警察署 諏訪交番,35.67533355,139.29081936367348
窃盗,自動車盗,高尾,館ケ丘駐在所,132012.0,東京都,八王子市,狭間町,2022/6/8,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,八王子市狭間町,,, 高尾警察署 館ケ丘駐在所,35.628121,139.287198
窃盗,自動車盗,多摩中央,若葉台駅前交番,132250.0,東京都,稲城市,若葉台４丁目,2022/2/17,18,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,稲城市若葉台４丁目,35.628497,139.468057, 多摩中央警察署 若葉台駅前交番,,
窃盗,自動車盗,東大和,奈良橋交番,132209.0,東京都,東大和市,中央１丁目,2022/5/24,0,その他,駐車（輪）場,キーあり,なし,乗用自動車,東大和市中央１丁目,35.744763,139.433406, 東大和警察署 奈良橋交番,,
窃盗,自動車盗,東大和,残堀駐在所,132233.0,東京都,武蔵村山市,伊奈平５丁目,2022/2/19,20,その他,駐車（輪）場,キーなし,あり,特殊自動車,武蔵村山市伊奈平５丁目,35.740251,139.373562, 東大和警察署 残堀駐在所,35.743331,139.371715
窃盗,自動車盗,福生,五ノ神駐在所,132276.0,東京都,羽村市,神明台２丁目,2022/10/13,10,その他,その他,キーあり,なし,乗用自動車,羽村市神明台２丁目,35.7571048,139.3242094, 福生警察署 五ノ神駐在所,,
窃盗,自動車盗,福生,元狭山駐在所,133035.0,東京都,瑞穂町,大字富士山栗原新田,2022/3/4,17,その他,その他,キーなし,なし,貨物自動車,瑞穂町大字富士山栗原新田,35.791509,139.341112, 福生警察署 元狭山駐在所,35.786492,139.354964
窃盗,自動車盗,福生,秋川駅前交番,132284.0,東京都,あきる野市,平沢,2022/8/28,10,その他,その他,キーなし,あり,乗用自動車,あきる野市平沢,,, 福生警察署 秋川駅前交番,35.7281008,139.2872654
窃盗,自動車盗,福生,長岡駐在所,133035.0,東京都,瑞穂町,大字長岡長谷部,2022/6/27,22,一戸建住宅,その他,キーあり,なし,貨物自動車,瑞穂町大字長岡長谷部,35.7860019,139.3296438, 福生警察署 長岡駐在所,35.777771,139.333189
窃盗,自動車盗,八王子,宮下駐在所,132012.0,東京都,八王子市,宮下町,2022/8/20,21,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車,八王子市宮下町,,, 八王子警察署 宮下駐在所,35.704461,139.3090148
窃盗,自動車盗,八王子,小宮町駐在所,132012.0,東京都,八王子市,小宮町,2022/6/19,14,その他,駐車（輪）場,キーあり,なし,乗用自動車,八王子市小宮町,,, 八王子警察署 小宮町駐在所,35.68531,139.3708
窃盗,自動車盗,八王子,左入町駐在所,132012.0,東京都,八王子市,谷野町,2022/4/16,18,その他,駐車（輪）場,キーなし,なし,貨物自動車,八王子市谷野町,,, 八王子警察署 左入町駐在所,35.680150749999996,139.32798803560632
窃盗,自動車盗,八王子,石川駐在所,132012.0,東京都,八王子市,石川町,2022/11/30,13,その他,駐車（輪）場,キーあり,あり,特殊自動車,八王子市石川町,,, 八王子警察署 石川駐在所,35.6813314,139.363505
窃盗,自動車盗,町田,中町交番,132098.0,東京都,町田市,森野４丁目,2021/1/25,13,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車,町田市森野４丁目,35.5545509,139.4320536, 町田警察署 中町交番,35.5484196,139.4473429
窃盗,自動車盗,町田,中町交番,132098.0,東京都,町田市,森野５丁目,2022/4/6,17,道路上,その他,キーあり,なし,貨物自動車,町田市森野５丁目,35.5493064,139.4348978, 町田警察署 中町交番,35.5484196,139.4473429
窃盗,自動車盗,町田,南町田グランベリーパーク駅前交,132098.0,東京都,町田市,鶴間６丁目,2022/6/25,5,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車,町田市鶴間６丁目,35.5037076,139.4758715, 町田警察署 南町田グランベリーパーク駅前交,,
窃盗,自動車盗,町田,小山田駐在所,132098.0,東京都,町田市,上小山田町,2022/3/12,13,その他,駐車（輪）場,キーあり,なし,貨物自動車,町田市上小山田町,35.600225,139.396855, 町田警察署 小山田駐在所,35.589628,139.407189
窃盗,自動車盗,町田,忠生地区交番,132098.0,東京都,町田市,根岸２丁目,2022/2/23,22,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車,町田市根岸２丁目,35.5749959,139.4135222, 町田警察署 忠生地区交番,35.573993,139.4222614
窃盗,自動車盗,昭島,多摩大橋交番,132071.0,東京都,昭島市,中神町２丁目,2022/5/19,19,その他,駐車（輪）場,キーあり,あり,乗用自動車,昭島市中神町２丁目,35.699197,139.372757, 昭島警察署 多摩大橋交番,35.696781,139.375771
窃盗,自動車盗,昭島,多摩大橋交番,132071.0,東京都,昭島市,中神町３丁目,2022/5/19,21,その他,駐車（輪）場,キーあり,なし,乗用自動車,昭島市中神町３丁目,35.6969849,139.3729919, 昭島警察署 多摩大橋交番,35.696781,139.375771
窃盗,自動車盗,昭島,大神駐在所,132071.0,東京都,昭島市,田中町４丁目,2022/4/20,13,その他,駐車（輪）場,キーなし,あり,乗用自動車,昭島市田中町４丁目,35.6973679,139.3513147, 昭島警察署 大神駐在所,35.699281,139.360745
窃盗,自動車盗,昭島,東中神駅前交番,132071.0,東京都,昭島市,もくせいの杜２丁目,2022/9/18,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車,昭島市もくせいの杜２丁目,35.713293,139.386079, 昭島警察署 東中神駅前交番,35.706114,139.383659
窃盗,自動車盗,立川,砂川八番交番,132021.0,東京都,立川市,幸町３丁目,2022/11/9,0,道路上,その他,キーあり,なし,貨物自動車,立川市幸町３丁目,35.7202338,139.4305133, 立川警察署 砂川八番交番,35.722696,139.422405
窃盗,自動車盗,立川,砂川八番交番,132021.0,東京都,立川市,幸町５丁目,2022/3/7,19,一戸建住宅,駐車（輪）場,キーなし,なし,特殊自動車,立川市幸町５丁目,35.726485,139.422299, 立川警察署 砂川八番交番,35.722696,139.422405
窃盗,自動車盗,立川,錦町交番,132021.0,東京都,立川市,錦町１丁目,2022/7/23,8,道路上,その他,キーあり,なし,乗用自動車,立川市錦町１丁目,35.6956051,139.4200997, 立川警察署 錦町交番,35.6958957,139.4193714
窃盗,自動車盗,府中,本宿交番,132063.0,東京都,府中市,本宿町４丁目,2022/12/15,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,乗用自動車,府中市本宿町４丁目,35.6767746,139.4602342, 府中警察署 本宿交番,35.6732682,139.4588436
窃盗,自動車盗,田無,保谷駅前交番,132292.0,東京都,西東京市,東町３丁目,2022/10/21,2,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車,西東京市東町３丁目,35.74618,139.564966, 田無警察署 保谷駅前交番,35.7477019,139.5667777
窃盗,自動車盗,東村山,東村山駅前交番,132136.0,東京都,東村山市,野口町３丁目,2022/11/15,19,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車,東村山市野口町３丁目,35.763525,139.455538, 東村山警察署 東村山駅前交番,35.75965585,139.46639088436842
窃盗,自動車盗,東村山,秋津駅前交番,132136.0,東京都,東村山市,秋津町１丁目,2022/11/30,1,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,東村山市秋津町１丁目,35.773057,139.493687, 東村山警察署 秋津駅前交番,35.77823495,139.49691383088364
窃盗,自動車盗,武蔵野,東町駐在所,132039.0,東京都,武蔵野市,吉祥寺東町２丁目,2022/2/11,0,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車,武蔵野市吉祥寺東町２丁目,35.7110907,139.5846793, 武蔵野警察署 東町駐在所,35.708702,139.585419
窃盗,自動車盗,三鷹,新川交番,132047.0,東京都,三鷹市,牟礼５丁目,2022/1/20,17,駐車（輪）場,駐車（輪）場,キーあり,なし,貨物自動車,三鷹市牟礼５丁目,,, 三鷹警察署 新川交番,35.6809311,139.5703812
窃盗,自動車盗,調布,飛田給駅前交番,132080.0,東京都,調布市,富士見町４丁目,2022/12/21,8,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車,調布市富士見町４丁目,35.665296,139.535988, 調布警察署 飛田給駅前交番,35.6603264,139.5234283
